Age,Gender,Avg_Daily_Screen_Time_hr,Primary_Device,Exceeded_Recommended_Limit,Educational_to_Recreational_Ratio,Health_Impacts,Urban_or_Rural,age_group,screen_time_hours,sleep_affected
9,Female,4.05,TV,True,0.48,,Urban,8-12 (Pre-teen),4.05,0
9,Male,4.29,Tablet,True,0.53,Poor Sleep,Urban,8-12 (Pre-teen),4.29,1
13,Male,4.46,Laptop,True,0.45,"Poor Sleep, Anxiety",Urban,13-17 (Teen),4.46,1
10,Male,0.0,TV,False,0.47,,Rural,8-12 (Pre-teen),0.0,0
16,Male,5.54,Smartphone,True,0.34,,Rural,13-17 (Teen),5.54,0
11,Female,2.02,Tablet,False,0.39,,Urban,8-12 (Pre-teen),2.02,0
8,Female,1.67,TV,False,0.56,,Urban,8-12 (Pre-teen),1.67,0
11,Female,5.3,Tablet,True,0.33,"Poor Sleep, Eye Strain",Urban,8-12 (Pre-teen),5.3,1
8,Female,9.35,Smartphone,True,0.55,Anxiety,Rural,8-12 (Pre-teen),9.35,0
12,Male,3.97,Smartphone,True,0.36,Poor Sleep,Rural,8-12 (Pre-teen),3.97,1
11,Male,4.12,Laptop,True,0.34,,Urban,8-12 (Pre-teen),4.12,0
15,Male,4.88,Laptop,True,0.43,Eye Strain,Rural,13-17 (Teen),4.88,0
15,Female,5.48,Smartphone,True,0.42,"Eye Strain, Anxiety",Urban,13-17 (Teen),5.48,0
14,Female,3.23,Smartphone,True,0.31,,Urban,13-17 (Teen),3.23,0
10,Male,5.99,TV,True,0.4,"Poor Sleep, Eye Strain",Urban,8-12 (Pre-teen),5.99,1
8,Male,1.25,Tablet,False,0.4,,Urban,8-12 (Pre-teen),1.25,0
8,Male,0.0,Smartphone,False,0.44,,Urban,8-12 (Pre-teen),0.0,0
18,Male,3.91,Laptop,True,0.43,"Poor Sleep, Eye Strain",Rural,18-29 (Young Adult),3.91,1
10,Female,8.74,Tablet,True,0.56,Poor Sleep,Urban,8-12 (Pre-teen),8.74,1
13,Female,7.85,TV,True,0.43,"Poor Sleep, Eye Strain",Rural,13-17 (Teen),7.85,1
14,Female,5.76,Smartphone,True,0.35,"Poor Sleep, Anxiety, Obesity Risk",Urban,13-17 (Teen),5.76,1
13,Female,3.37,Smartphone,True,0.46,Anxiety,Rural,13-17 (Teen),3.37,0
13,Female,4.11,Laptop,True,0.37,Poor Sleep,Urban,13-17 (Teen),4.11,1
13,Male,4.06,Smartphone,True,0.44,Poor Sleep,Urban,13-17 (Teen),4.06,1
10,Male,2.29,Smartphone,True,0.58,,Urban,8-12 (Pre-teen),2.29,0
13,Female,1.9,TV,False,0.43,,Urban,13-17 (Teen),1.9,0
15,Male,3.83,Smartphone,True,0.42,Poor Sleep,Urban,13-17 (Teen),3.83,1
18,Male,4.13,Smartphone,True,0.33,Poor Sleep,Rural,18-29 (Young Adult),4.13,1
18,Female,3.99,Smartphone,True,0.41,Eye Strain,Rural,18-29 (Young Adult),3.99,0
9,Male,0.0,Tablet,False,0.44,,Urban,8-12 (Pre-teen),0.0,0
12,Male,3.54,TV,True,0.34,"Poor Sleep, Eye Strain",Urban,8-12 (Pre-teen),3.54,1
8,Female,2.4,TV,True,0.44,,Urban,8-12 (Pre-teen),2.4,0
8,Male,5.51,Smartphone,True,0.6,"Poor Sleep, Obesity Risk",Rural,8-12 (Pre-teen),5.51,1
12,Male,4.68,Tablet,True,0.42,"Poor Sleep, Eye Strain, Obesity Risk",Urban,8-12 (Pre-teen),4.68,1
10,Male,4.05,TV,True,0.42,Poor Sleep,Urban,8-12 (Pre-teen),4.05,1
11,Female,3.97,Smartphone,True,0.36,Eye Strain,Rural,8-12 (Pre-teen),3.97,0
10,Male,9.2,Smartphone,True,0.48,Eye Strain,Urban,8-12 (Pre-teen),9.2,0
8,Male,3.93,Smartphone,True,0.43,,Urban,8-12 (Pre-teen),3.93,0
8,Female,0.0,Smartphone,False,0.55,,Urban,8-12 (Pre-teen),0.0,0
12,Female,3.15,Tablet,True,0.38,"Poor Sleep, Anxiety",Urban,8-12 (Pre-teen),3.15,1
13,Male,2.42,Laptop,False,0.4,,Urban,13-17 (Teen),2.42,0
10,Female,0.66,Smartphone,False,0.54,,Urban,8-12 (Pre-teen),0.66,0
16,Female,1.92,Smartphone,False,0.38,,Urban,13-17 (Teen),1.92,0
12,Male,4.46,Laptop,True,0.3,Poor Sleep,Urban,8-12 (Pre-teen),4.46,1
15,Male,5.57,Smartphone,True,0.44,Eye Strain,Rural,13-17 (Teen),5.57,0
8,Male,6.76,Tablet,True,0.48,"Poor Sleep, Eye Strain",Urban,8-12 (Pre-teen),6.76,1
12,Male,5.69,Smartphone,True,0.43,"Poor Sleep, Eye Strain, Obesity Risk",Urban,8-12 (Pre-teen),5.69,1
10,Male,4.51,Tablet,True,0.44,,Urban,8-12 (Pre-teen),4.51,0
8,Female,2.9,Smartphone,True,0.56,,Urban,8-12 (Pre-teen),2.9,0
11,Male,3.35,Smartphone,True,0.44,Poor Sleep,Rural,8-12 (Pre-teen),3.35,1
12,Male,5.82,TV,True,0.45,"Poor Sleep, Eye Strain, Anxiety",Urban,8-12 (Pre-teen),5.82,1
14,Male,5.09,TV,True,0.43,Poor Sleep,Urban,13-17 (Teen),5.09,1
8,Female,5.49,TV,True,0.46,"Poor Sleep, Obesity Risk",Rural,8-12 (Pre-teen),5.49,1
10,Male,4.1,Tablet,True,0.45,"Poor Sleep, Obesity Risk",Urban,8-12 (Pre-teen),4.1,1
9,Male,6.83,Smartphone,True,0.56,"Poor Sleep, Eye Strain",Rural,8-12 (Pre-teen),6.83,1
16,Male,4.1,TV,True,0.49,,Rural,13-17 (Teen),4.1,0
17,Female,2.9,Laptop,False,0.35,,Urban,13-17 (Teen),2.9,0
13,Male,4.78,Smartphone,True,0.46,"Poor Sleep, Anxiety",Urban,13-17 (Teen),4.78,1
17,Female,5.69,Smartphone,True,0.33,,Urban,13-17 (Teen),5.69,0
10,Male,6.33,Tablet,True,0.5,Poor Sleep,Urban,8-12 (Pre-teen),6.33,1
15,Male,3.14,TV,True,0.37,Anxiety,Urban,13-17 (Teen),3.14,0
15,Male,5.56,Laptop,True,0.31,"Poor Sleep, Obesity Risk",Urban,13-17 (Teen),5.56,1
9,Male,3.11,Smartphone,True,0.47,Anxiety,Urban,8-12 (Pre-teen),3.11,0
13,Male,4.9,TV,True,0.38,"Poor Sleep, Obesity Risk",Urban,13-17 (Teen),4.9,1
14,Male,6.39,Tablet,True,0.4,"Poor Sleep, Anxiety",Urban,13-17 (Teen),6.39,1
9,Male,1.38,Smartphone,False,0.52,,Urban,8-12 (Pre-teen),1.38,0
18,Male,7.75,Tablet,True,0.34,,Urban,18-29 (Young Adult),7.75,0
17,Female,5.12,Smartphone,True,0.3,Poor Sleep,Urban,13-17 (Teen),5.12,1
9,Female,2.31,Smartphone,True,0.59,,Urban,8-12 (Pre-teen),2.31,0
17,Female,5.34,Smartphone,True,0.47,"Poor Sleep, Eye Strain",Urban,13-17 (Teen),5.34,1
8,Male,7.91,Smartphone,True,0.58,Poor Sleep,Urban,8-12 (Pre-teen),7.91,1
15,Female,4.46,Tablet,True,0.32,"Poor Sleep, Eye Strain",Rural,13-17 (Teen),4.46,1
8,Male,2.02,Smartphone,True,0.57,,Urban,8-12 (Pre-teen),2.02,0
16,Male,4.92,Smartphone,True,0.47,Poor Sleep,Rural,13-17 (Teen),4.92,1
18,Male,4.64,Smartphone,True,0.46,Poor Sleep,Urban,18-29 (Young Adult),4.64,1
13,Male,3.55,TV,True,0.34,"Poor Sleep, Eye Strain",Rural,13-17 (Teen),3.55,1
14,Female,5.04,Smartphone,True,0.38,Poor Sleep,Urban,13-17 (Teen),5.04,1
17,Male,2.91,Tablet,False,0.34,,Rural,13-17 (Teen),2.91,0
14,Male,4.64,Smartphone,True,0.44,"Poor Sleep, Anxiety",Rural,13-17 (Teen),4.64,1
17,Female,4.68,Tablet,True,0.38,"Poor Sleep, Eye Strain",Urban,13-17 (Teen),4.68,1
10,Female,6.09,TV,True,0.47,"Eye Strain, Anxiety, Obesity Risk",Rural,8-12 (Pre-teen),6.09,0
9,Female,4.12,Smartphone,True,0.47,"Poor Sleep, Eye Strain",Rural,8-12 (Pre-teen),4.12,1
16,Female,5.29,TV,True,0.5,Anxiety,Rural,13-17 (Teen),5.29,0
15,Male,4.03,Smartphone,True,0.38,Poor Sleep,Rural,13-17 (Teen),4.03,1
17,Male,5.44,Laptop,True,0.36,"Eye Strain, Anxiety",Urban,13-17 (Teen),5.44,0
14,Male,4.94,Smartphone,True,0.41,,Urban,13-17 (Teen),4.94,0
16,Female,3.95,Laptop,True,0.41,,Urban,13-17 (Teen),3.95,0
11,Female,3.28,Smartphone,True,0.36,Poor Sleep,Urban,8-12 (Pre-teen),3.28,1
11,Female,4.39,Smartphone,True,0.37,Poor Sleep,Urban,8-12 (Pre-teen),4.39,1
8,Female,1.87,Smartphone,False,0.59,,Urban,8-12 (Pre-teen),1.87,0
15,Male,3.07,Smartphone,True,0.46,,Urban,13-17 (Teen),3.07,0
10,Male,0.96,TV,False,0.54,,Urban,8-12 (Pre-teen),0.96,0
14,Male,3.82,Smartphone,True,0.31,Poor Sleep,Urban,13-17 (Teen),3.82,1
9,Female,0.26,TV,False,0.55,,Rural,8-12 (Pre-teen),0.26,0
9,Male,3.21,Smartphone,True,0.45,"Poor Sleep, Eye Strain, Obesity Risk",Urban,8-12 (Pre-teen),3.21,1
14,Female,5.15,Tablet,True,0.36,"Poor Sleep, Eye Strain, Anxiety",Urban,13-17 (Teen),5.15,1
13,Male,4.86,Smartphone,True,0.48,"Eye Strain, Obesity Risk",Urban,13-17 (Teen),4.86,0
10,Male,5.88,TV,True,0.41,Anxiety,Urban,8-12 (Pre-teen),5.88,0
16,Male,4.29,Tablet,True,0.46,Poor Sleep,Urban,13-17 (Teen),4.29,1
17,Male,6.13,TV,True,0.39,Eye Strain,Urban,13-17 (Teen),6.13,0
13,Female,4.53,Laptop,True,0.5,,Urban,13-17 (Teen),4.53,0
17,Female,6.49,TV,True,0.37,"Poor Sleep, Eye Strain, Obesity Risk",Rural,13-17 (Teen),6.49,1
17,Male,4.61,Laptop,True,0.33,Poor Sleep,Urban,13-17 (Teen),4.61,1
13,Male,4.04,Tablet,True,0.35,,Urban,13-17 (Teen),4.04,0
8,Male,4.31,TV,True,0.46,Eye Strain,Urban,8-12 (Pre-teen),4.31,0
11,Male,4.55,TV,True,0.43,"Poor Sleep, Eye Strain",Rural,8-12 (Pre-teen),4.55,1
17,Male,4.76,Smartphone,True,0.46,"Poor Sleep, Obesity Risk",Urban,13-17 (Teen),4.76,1
13,Female,4.08,Smartphone,True,0.39,Obesity Risk,Urban,13-17 (Teen),4.08,0
13,Female,5.54,TV,True,0.42,Poor Sleep,Rural,13-17 (Teen),5.54,1
18,Female,6.81,Laptop,True,0.4,,Urban,18-29 (Young Adult),6.81,0
12,Female,4.05,Smartphone,True,0.42,Poor Sleep,Urban,8-12 (Pre-teen),4.05,1
8,Female,7.57,Smartphone,True,0.57,Poor Sleep,Urban,8-12 (Pre-teen),7.57,1
15,Female,4.55,Smartphone,True,0.43,"Poor Sleep, Eye Strain",Rural,13-17 (Teen),4.55,1
12,Male,3.13,Smartphone,True,0.33,"Poor Sleep, Eye Strain",Urban,8-12 (Pre-teen),3.13,1
12,Female,4.26,TV,True,0.49,"Poor Sleep, Eye Strain",Rural,8-12 (Pre-teen),4.26,1
14,Male,4.28,TV,True,0.47,Poor Sleep,Urban,13-17 (Teen),4.28,1
11,Female,5.24,Smartphone,True,0.32,Poor Sleep,Urban,8-12 (Pre-teen),5.24,1
13,Male,3.75,Tablet,True,0.36,Anxiety,Urban,13-17 (Teen),3.75,0
11,Male,4.54,Laptop,True,0.37,Eye Strain,Rural,8-12 (Pre-teen),4.54,0
10,Male,2.79,Smartphone,True,0.59,,Urban,8-12 (Pre-teen),2.79,0
14,Male,5.67,Smartphone,True,0.35,"Poor Sleep, Eye Strain",Rural,13-17 (Teen),5.67,1
15,Female,3.91,Laptop,True,0.49,Poor Sleep,Rural,13-17 (Teen),3.91,1
11,Female,4.55,Laptop,True,0.49,Poor Sleep,Rural,8-12 (Pre-teen),4.55,1
9,Male,11.18,Tablet,True,0.52,Eye Strain,Rural,8-12 (Pre-teen),11.18,0
17,Female,7.29,Laptop,True,0.49,Poor Sleep,Rural,13-17 (Teen),7.29,1
10,Male,2.76,Tablet,True,0.54,,Urban,8-12 (Pre-teen),2.76,0
8,Female,0.96,Smartphone,False,0.4,,Urban,8-12 (Pre-teen),0.96,0
15,Female,4.91,Smartphone,True,0.35,,Rural,13-17 (Teen),4.91,0
10,Male,3.23,Tablet,True,0.58,Poor Sleep,Urban,8-12 (Pre-teen),3.23,1
17,Female,4.71,Smartphone,True,0.39,Eye Strain,Urban,13-17 (Teen),4.71,0
14,Male,3.41,TV,True,0.35,"Poor Sleep, Anxiety",Urban,13-17 (Teen),3.41,1
17,Female,5.22,Smartphone,True,0.37,"Poor Sleep, Eye Strain",Urban,13-17 (Teen),5.22,1
12,Female,3.67,Smartphone,True,0.33,"Poor Sleep, Anxiety",Rural,8-12 (Pre-teen),3.67,1
17,Female,5.45,Tablet,True,0.41,"Eye Strain, Anxiety",Urban,13-17 (Teen),5.45,0
12,Female,3.6,Laptop,True,0.48,"Poor Sleep, Eye Strain",Rural,8-12 (Pre-teen),3.6,1
14,Female,4.36,Smartphone,True,0.46,Poor Sleep,Urban,13-17 (Teen),4.36,1
16,Male,4.51,Smartphone,True,0.46,Anxiety,Rural,13-17 (Teen),4.51,0
12,Male,5.6,Laptop,True,0.47,Obesity Risk,Urban,8-12 (Pre-teen),5.6,0
8,Male,4.1,Smartphone,True,0.53,"Poor Sleep, Eye Strain",Urban,8-12 (Pre-teen),4.1,1
17,Female,5.7,Smartphone,True,0.38,,Rural,13-17 (Teen),5.7,0
17,Female,6.58,Smartphone,True,0.49,,Rural,13-17 (Teen),6.58,0
8,Female,7.78,TV,True,0.5,Poor Sleep,Rural,8-12 (Pre-teen),7.78,1
9,Male,5.32,TV,True,0.42,Eye Strain,Urban,8-12 (Pre-teen),5.32,0
13,Male,5.04,Tablet,True,0.33,,Rural,13-17 (Teen),5.04,0
16,Female,5.2,Tablet,True,0.4,Poor Sleep,Rural,13-17 (Teen),5.2,1
15,Female,5.02,TV,True,0.35,Poor Sleep,Urban,13-17 (Teen),5.02,1
12,Female,4.52,TV,True,0.37,Poor Sleep,Urban,8-12 (Pre-teen),4.52,1
8,Male,2.68,TV,True,0.41,,Urban,8-12 (Pre-teen),2.68,0
14,Female,4.91,Smartphone,True,0.4,Obesity Risk,Urban,13-17 (Teen),4.91,0
12,Male,4.97,Laptop,True,0.32,"Poor Sleep, Anxiety",Rural,8-12 (Pre-teen),4.97,1
13,Female,2.73,Smartphone,False,0.3,,Urban,13-17 (Teen),2.73,0
14,Male,5.77,Laptop,True,0.42,Poor Sleep,Rural,13-17 (Teen),5.77,1
10,Female,6.68,Smartphone,True,0.42,Poor Sleep,Urban,8-12 (Pre-teen),6.68,1
17,Male,3.74,TV,True,0.47,,Urban,13-17 (Teen),3.74,0
10,Female,9.33,Tablet,True,0.41,Poor Sleep,Rural,8-12 (Pre-teen),9.33,1
12,Male,4.95,Smartphone,True,0.46,Poor Sleep,Urban,8-12 (Pre-teen),4.95,1
13,Male,4.66,Smartphone,True,0.48,Poor Sleep,Urban,13-17 (Teen),4.66,1
16,Male,3.47,TV,True,0.39,"Poor Sleep, Eye Strain",Urban,13-17 (Teen),3.47,1
12,Male,4.58,Smartphone,True,0.49,Obesity Risk,Urban,8-12 (Pre-teen),4.58,0
8,Female,8.46,Smartphone,True,0.46,,Urban,8-12 (Pre-teen),8.46,0
11,Female,3.93,Smartphone,True,0.33,,Rural,8-12 (Pre-teen),3.93,0
12,Male,5.47,Smartphone,True,0.33,Eye Strain,Urban,8-12 (Pre-teen),5.47,0
17,Male,4.05,Laptop,True,0.44,,Urban,13-17 (Teen),4.05,0
17,Female,4.88,TV,True,0.37,Poor Sleep,Urban,13-17 (Teen),4.88,1
12,Female,5.21,Laptop,True,0.33,,Urban,8-12 (Pre-teen),5.21,0
14,Male,3.11,Laptop,True,0.4,"Poor Sleep, Eye Strain",Urban,13-17 (Teen),3.11,1
11,Female,5.47,Tablet,True,0.4,,Urban,8-12 (Pre-teen),5.47,0
8,Female,4.45,Smartphone,True,0.59,Poor Sleep,Rural,8-12 (Pre-teen),4.45,1
12,Female,5.09,Laptop,True,0.48,"Poor Sleep, Obesity Risk",Rural,8-12 (Pre-teen),5.09,1
14,Female,2.56,Tablet,False,0.38,,Urban,13-17 (Teen),2.56,0
17,Female,4.78,Smartphone,True,0.41,,Urban,13-17 (Teen),4.78,0
17,Female,5.9,Laptop,True,0.35,Poor Sleep,Urban,13-17 (Teen),5.9,1
13,Female,3.73,Smartphone,True,0.34,Poor Sleep,Urban,13-17 (Teen),3.73,1
12,Male,3.76,Smartphone,True,0.38,"Poor Sleep, Eye Strain, Obesity Risk",Urban,8-12 (Pre-teen),3.76,1
11,Male,3.74,Laptop,True,0.46,"Poor Sleep, Anxiety",Rural,8-12 (Pre-teen),3.74,1
9,Female,5.87,Smartphone,True,0.45,"Poor Sleep, Eye Strain, Anxiety, Obesity Risk",Urban,8-12 (Pre-teen),5.87,1
11,Female,6.62,TV,True,0.49,Eye Strain,Rural,8-12 (Pre-teen),6.62,0
17,Female,6.0,Smartphone,True,0.49,Poor Sleep,Urban,13-17 (Teen),6.0,1
17,Female,5.71,TV,True,0.43,Poor Sleep,Urban,13-17 (Teen),5.71,1
10,Male,3.87,Smartphone,True,0.56,Poor Sleep,Urban,8-12 (Pre-teen),3.87,1
17,Male,3.94,Laptop,True,0.48,Poor Sleep,Rural,13-17 (Teen),3.94,1
8,Male,2.61,Smartphone,True,0.45,,Rural,8-12 (Pre-teen),2.61,0
15,Female,6.88,Smartphone,True,0.44,Eye Strain,Urban,13-17 (Teen),6.88,0
12,Male,5.41,Tablet,True,0.32,Eye Strain,Rural,8-12 (Pre-teen),5.41,0
11,Female,3.67,TV,True,0.36,"Poor Sleep, Eye Strain, Obesity Risk",Rural,8-12 (Pre-teen),3.67,1
15,Male,7.42,Smartphone,True,0.37,Poor Sleep,Urban,13-17 (Teen),7.42,1
14,Female,3.39,Laptop,True,0.37,"Poor Sleep, Anxiety",Urban,13-17 (Teen),3.39,1
9,Male,7.41,TV,True,0.59,,Urban,8-12 (Pre-teen),7.41,0
8,Male,3.08,TV,True,0.42,,Rural,8-12 (Pre-teen),3.08,0
18,Female,3.89,Tablet,True,0.43,Eye Strain,Urban,18-29 (Young Adult),3.89,0
11,Male,4.57,Smartphone,True,0.32,,Urban,8-12 (Pre-teen),4.57,0
15,Male,6.81,TV,True,0.45,Eye Strain,Urban,13-17 (Teen),6.81,0
9,Female,6.87,TV,True,0.59,Poor Sleep,Urban,8-12 (Pre-teen),6.87,1
10,Female,3.56,Smartphone,True,0.42,Eye Strain,Rural,8-12 (Pre-teen),3.56,0
8,Female,4.95,Tablet,True,0.59,"Poor Sleep, Eye Strain, Obesity Risk",Urban,8-12 (Pre-teen),4.95,1
8,Male,7.2,Smartphone,True,0.6,,Rural,8-12 (Pre-teen),7.2,0
10,Male,2.48,Smartphone,True,0.42,,Rural,8-12 (Pre-teen),2.48,0
18,Male,2.29,Smartphone,False,0.41,,Urban,18-29 (Young Adult),2.29,0
12,Female,6.82,Smartphone,True,0.32,"Poor Sleep, Anxiety",Rural,8-12 (Pre-teen),6.82,1
10,Female,4.18,Smartphone,True,0.59,"Poor Sleep, Obesity Risk",Rural,8-12 (Pre-teen),4.18,1
8,Male,7.59,Smartphone,True,0.57,,Urban,8-12 (Pre-teen),7.59,0
8,Male,4.96,Smartphone,True,0.51,Eye Strain,Urban,8-12 (Pre-teen),4.96,0
15,Female,2.7,Laptop,False,0.42,,Urban,13-17 (Teen),2.7,0
17,Female,5.37,Smartphone,True,0.35,"Poor Sleep, Eye Strain",Urban,13-17 (Teen),5.37,1
18,Female,3.02,Laptop,True,0.31,"Poor Sleep, Eye Strain",Urban,18-29 (Young Adult),3.02,1
9,Female,2.28,TV,True,0.46,,Rural,8-12 (Pre-teen),2.28,0
10,Male,7.37,TV,True,0.55,Eye Strain,Urban,8-12 (Pre-teen),7.37,0
9,Female,0.62,TV,False,0.59,,Rural,8-12 (Pre-teen),0.62,0
10,Male,5.21,Tablet,True,0.58,Poor Sleep,Urban,8-12 (Pre-teen),5.21,1
14,Female,6.65,Tablet,True,0.38,"Poor Sleep, Anxiety",Urban,13-17 (Teen),6.65,1
8,Female,2.8,Tablet,True,0.55,,Urban,8-12 (Pre-teen),2.8,0
17,Female,6.48,Smartphone,True,0.44,,Rural,13-17 (Teen),6.48,0
15,Male,5.88,TV,True,0.49,,Urban,13-17 (Teen),5.88,0
17,Male,6.03,Laptop,True,0.34,Poor Sleep,Urban,13-17 (Teen),6.03,1
17,Female,5.55,TV,True,0.35,Poor Sleep,Rural,13-17 (Teen),5.55,1
17,Male,4.89,TV,True,0.31,"Poor Sleep, Anxiety",Urban,13-17 (Teen),4.89,1
9,Male,0.0,Smartphone,False,0.43,,Urban,8-12 (Pre-teen),0.0,0
10,Female,0.6,Smartphone,False,0.5,,Urban,8-12 (Pre-teen),0.6,0
16,Male,6.41,Laptop,True,0.46,,Urban,13-17 (Teen),6.41,0
14,Female,3.79,Smartphone,True,0.4,Poor Sleep,Rural,13-17 (Teen),3.79,1
11,Female,4.95,Laptop,True,0.33,,Rural,8-12 (Pre-teen),4.95,0
17,Male,3.44,Smartphone,True,0.34,"Poor Sleep, Anxiety",Urban,13-17 (Teen),3.44,1
12,Male,8.29,Smartphone,True,0.41,Anxiety,Urban,8-12 (Pre-teen),8.29,0
9,Male,6.34,Smartphone,True,0.5,"Poor Sleep, Eye Strain, Anxiety",Urban,8-12 (Pre-teen),6.34,1
18,Female,5.47,TV,True,0.31,Poor Sleep,Urban,18-29 (Young Adult),5.47,1
15,Male,4.24,TV,True,0.5,"Anxiety, Obesity Risk",Urban,13-17 (Teen),4.24,0
11,Female,3.71,Laptop,True,0.43,Poor Sleep,Urban,8-12 (Pre-teen),3.71,1
16,Female,6.02,Laptop,True,0.38,Anxiety,Rural,13-17 (Teen),6.02,0
12,Male,6.42,Smartphone,True,0.47,"Poor Sleep, Anxiety",Urban,8-12 (Pre-teen),6.42,1
16,Female,4.03,TV,True,0.49,Poor Sleep,Urban,13-17 (Teen),4.03,1
11,Male,5.26,TV,True,0.45,,Urban,8-12 (Pre-teen),5.26,0
17,Female,4.14,Smartphone,True,0.33,"Poor Sleep, Eye Strain",Rural,13-17 (Teen),4.14,1
12,Male,5.93,Smartphone,True,0.35,Eye Strain,Urban,8-12 (Pre-teen),5.93,0
16,Female,4.14,Smartphone,True,0.31,Poor Sleep,Urban,13-17 (Teen),4.14,1
15,Female,5.08,Tablet,True,0.5,,Urban,13-17 (Teen),5.08,0
10,Male,5.95,TV,True,0.47,Poor Sleep,Urban,8-12 (Pre-teen),5.95,1
8,Female,0.36,Smartphone,False,0.52,,Urban,8-12 (Pre-teen),0.36,0
10,Female,6.46,TV,True,0.56,Eye Strain,Urban,8-12 (Pre-teen),6.46,0
11,Female,3.84,TV,True,0.35,,Urban,8-12 (Pre-teen),3.84,0
9,Female,0.02,Tablet,False,0.44,,Urban,8-12 (Pre-teen),0.02,0
8,Male,2.62,Smartphone,True,0.49,,Urban,8-12 (Pre-teen),2.62,0
14,Male,2.63,Smartphone,False,0.32,,Urban,13-17 (Teen),2.63,0
15,Female,2.58,Laptop,False,0.49,,Urban,13-17 (Teen),2.58,0
14,Male,2.32,Smartphone,False,0.36,,Urban,13-17 (Teen),2.32,0
12,Male,3.11,TV,True,0.35,Poor Sleep,Rural,8-12 (Pre-teen),3.11,1
8,Female,5.12,TV,True,0.47,Eye Strain,Urban,8-12 (Pre-teen),5.12,0
14,Female,6.59,Laptop,True,0.38,Obesity Risk,Rural,13-17 (Teen),6.59,0
14,Male,5.01,Smartphone,True,0.42,,Urban,13-17 (Teen),5.01,0
16,Male,3.68,Smartphone,True,0.36,"Poor Sleep, Eye Strain, Anxiety",Urban,13-17 (Teen),3.68,1
10,Male,2.51,Smartphone,True,0.41,,Urban,8-12 (Pre-teen),2.51,0
16,Female,4.23,Tablet,True,0.36,Poor Sleep,Urban,13-17 (Teen),4.23,1
8,Male,4.59,Tablet,True,0.48,Poor Sleep,Urban,8-12 (Pre-teen),4.59,1
8,Female,4.42,TV,True,0.54,"Poor Sleep, Eye Strain, Obesity Risk",Urban,8-12 (Pre-teen),4.42,1
11,Female,2.84,Laptop,False,0.36,,Urban,8-12 (Pre-teen),2.84,0
16,Male,3.31,Smartphone,True,0.31,,Rural,13-17 (Teen),3.31,0
13,Female,7.19,TV,True,0.35,"Poor Sleep, Anxiety",Urban,13-17 (Teen),7.19,1
18,Female,3.6,TV,True,0.38,"Poor Sleep, Eye Strain",Urban,18-29 (Young Adult),3.6,1
10,Female,5.24,Smartphone,True,0.57,Anxiety,Urban,8-12 (Pre-teen),5.24,0
8,Male,5.67,Smartphone,True,0.52,"Poor Sleep, Eye Strain",Rural,8-12 (Pre-teen),5.67,1
11,Female,2.65,Smartphone,False,0.34,,Rural,8-12 (Pre-teen),2.65,0
16,Male,3.82,Tablet,True,0.46,Poor Sleep,Urban,13-17 (Teen),3.82,1
10,Female,8.29,TV,True,0.48,Poor Sleep,Urban,8-12 (Pre-teen),8.29,1
16,Female,6.42,Smartphone,True,0.38,"Poor Sleep, Eye Strain",Urban,13-17 (Teen),6.42,1
14,Female,5.57,Smartphone,True,0.45,Obesity Risk,Urban,13-17 (Teen),5.57,0
11,Male,3.11,Smartphone,True,0.34,,Urban,8-12 (Pre-teen),3.11,0
10,Male,4.22,Tablet,True,0.54,"Poor Sleep, Anxiety",Urban,8-12 (Pre-teen),4.22,1
17,Male,4.27,Laptop,True,0.41,Poor Sleep,Rural,13-17 (Teen),4.27,1
12,Male,5.3,TV,True,0.37,Poor Sleep,Rural,8-12 (Pre-teen),5.3,1
12,Male,6.1,TV,True,0.36,Poor Sleep,Urban,8-12 (Pre-teen),6.1,1
10,Female,3.38,Tablet,True,0.55,,Urban,8-12 (Pre-teen),3.38,0
16,Female,5.01,Smartphone,True,0.36,"Poor Sleep, Anxiety",Rural,13-17 (Teen),5.01,1
11,Male,3.15,Smartphone,True,0.49,Poor Sleep,Urban,8-12 (Pre-teen),3.15,1
18,Male,3.26,Laptop,True,0.44,"Poor Sleep, Eye Strain",Urban,18-29 (Young Adult),3.26,1
12,Male,5.3,Tablet,True,0.35,Anxiety,Urban,8-12 (Pre-teen),5.3,0
11,Female,4.1,Smartphone,True,0.36,Poor Sleep,Urban,8-12 (Pre-teen),4.1,1
12,Female,3.11,Smartphone,True,0.39,"Poor Sleep, Obesity Risk",Urban,8-12 (Pre-teen),3.11,1
14,Male,4.91,Smartphone,True,0.37,Poor Sleep,Urban,13-17 (Teen),4.91,1
16,Male,5.39,Smartphone,True,0.38,,Rural,13-17 (Teen),5.39,0
14,Male,5.41,TV,True,0.45,"Poor Sleep, Eye Strain, Anxiety",Urban,13-17 (Teen),5.41,1
12,Female,5.04,TV,True,0.46,"Eye Strain, Anxiety, Obesity Risk",Urban,8-12 (Pre-teen),5.04,0
17,Male,7.59,Laptop,True,0.39,Eye Strain,Urban,13-17 (Teen),7.59,0
17,Female,4.71,Smartphone,True,0.47,Poor Sleep,Urban,13-17 (Teen),4.71,1
14,Female,5.96,Laptop,True,0.35,Eye Strain,Rural,13-17 (Teen),5.96,0
17,Female,6.92,Smartphone,True,0.48,Poor Sleep,Rural,13-17 (Teen),6.92,1
